custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
2183-SBNRFZ-9JC,Zone 3,"< 2,500",Female,59,50-64,June,19,College degree,Sales and Office,No,8,6 to 10,No,,17.5,2.0636,0.72445203,9.6614,2.268138565,No,Highly dissatisfied,Unmarried,Not married,Not married,1,3,2,0,1,0,0,0,0,Own,Single-family,30,More than 25,3,Own,Domestic,31,Standard,No,Yes,Car,Single occupancy,30,Yes,No,No,No,No,No,No,No,Yes,No,No response,Slightly conservative,Yes,No,No,Discover,Platinum,Cash back,Yes,24,More than 15,Mastercard,Other,Airline miles,No,14,11 to 15,11,533.25,7,309.41,No,Oatmeal,39,No,6.1,223.35,No,0,0,No,0,0,No,0,0,No,0,0,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,25,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No
3695-IXERGB-NC2,Zone 4,"50,000-249,999",Male,33,25-34,December,15,Some college,Sales and Office,No,2,2 to 5,No,20,3.1,0.21328,-1.545149423,0.40672,-0.899630291,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,,Multiple-Family,7,4 to 7,2,Lease,Import,11.9,Economy,No,No,Train/Subway,Public transportation,29,Yes,No,No,No,Yes,No,No,No,No,No,No response,Slightly conservative,Yes,No,Yes,Mastercard,Platinum,Other,No,15,11 to 15,Other,Gold,None,No,15,11 to 15,10,112.1,2,34.1,No,Cereal,37,No,7.9,322.25,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,Yes,No,No,No,No,Yes,21,Yes,Yes,Yes,,No,No,No,No,No,No,No,No
6078-VFGDQF-Y3K,Zone 2,"2,500-9,999",Male,56,50-64,September,15,Some college,Sales and Office,No,2,2 to 5,No,38,5.8,0.806664,-0.214848054,1.397336,0.334567567,No,Somewhat satisfied,Married,14,High school degree,5,5,1,4,0,0,0,0,0,Rent,Condominium/Townhouse,24,16 to 25,0,N/A,N/A,-1,N/A,N/A,Yes,Walk,Non-motorized,25,No,No,Yes,No,No,No,No,Yes,No,Yes,No response,Slightly conservative,No,No,No,Discover,None,Other,No,8,6 to 10,American Express,None,None,No,6,6 to 10,12,658.54,3,126.96,No,Oatmeal,13,No,5.7,68.95,Yes,22.25,300.25,No,0,0,Yes,15.5,185,No,0,0,Yes,No,No,None,Yes,Yes,No,Yes,No,Yes,21,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
4098-XZBUNU-BVM,Zone 2,"> 250,000",,56,50-64,November,20,Post-undergraduate degree,Managerial and Professional,No,6,6 to 10,No,76,6.3,2.92068,1.071816466,1.86732,0.624504248,No,Neutral,Unmarried,Not married,Not married,1,1,1,0,0,0,0,0,0,Own,Condominium/Townhouse,23,16 to 25,1,Own,Import,39.3,Standard,No,No,Train/Subway,Public transportation,21,No,No,Yes,No,Yes,No,No,No,No,No,No response,Liberal,Yes,No,Yes,Discover,Gold,Other,No,37,More than 15,American Express,Other,Cash back,Yes,26,More than 15,7,238.52,5,207.35,No,Cereal,67,Yes,15.25,1010.8,Yes,27.25,1730.8,Yes,49.25,3189.1,Yes,31.25,2115,Yes,36.9,2381.6,Yes,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
9244-NELAGU-B8N,Zone 3,"< 2,500",Female,39,35-49,October,16,Some college,Agricultural and Natural Resources,No,9,6 to 10,No,49,8.6,0.939722,-0.062171192,3.274278,1.186097387,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,3,3,0,0,0,0,0,0,Rent,Multiple-Family,3,4 to 7,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,34,No,No,Yes,Yes,No,No,No,No,No,No,No response,Moderate,No,No,No,Mastercard,Platinum,Airline miles,No,7,6 to 10,Visa,Other,None,No,8,6 to 10,6,165.56,4,141.37,Yes,Energy bar,12,No,7.1,68.75,Yes,18,184.3,No,0,0,Yes,15,160,No,0,0,Yes,Yes,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,No,No
1527-FTFBNO-JT3,Zone 2,"2,500-9,999",Female,41,35-49,August,10,Did not complete high school,Managerial and Professional,No,4,2 to 5,No,40,3.9,0.47736,-0.739484356,1.08264,0.079402503,No,Somewhat dissatisfied,Married,13,High school degree,2,6,0,0,0,0,0,0,6,Own,Single-family,14,8 to 15,1,Own,Import,18.9,Economy,No,Yes,Motorcycle,Single occupancy,35,No,Yes,No,Yes,No,No,No,No,No,Yes,No response,Slightly liberal,No,Yes,No,Mastercard,Gold,None,No,23,More than 15,Discover,Platinum,None,No,23,More than 15,15,277.81,5,108.9,Yes,Energy bar,69,No,22.75,1518.8,Yes,29.5,2028.9,No,0,0,Yes,22.75,1575,No,0,0,Yes,No,No,None,No,No,No,Yes,No,Yes,23,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
0348-CKKPNL-H6A,Zone 3,"50,000-249,999",Male,21,18-24,October,16,Some college,"Operation, Fabrication, General Labor",No,0,Less than 2,No,,11.6,1.562868,0.446522595,1.569132,0.4505226,Yes,Neutral,Unmarried,Not married,Not married,4,0,0,0,0,0,0,0,0,Own,Single-family,1,Less than 3,3,Own,Import,17.4,Economy,No,No,Car,Single occupancy,33,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No response,Extremely liberal,Yes,Yes,Yes,Visa,Other,Cash back,No,3,2 to 5,Discover,Platinum,Other,No,3,2 to 5,8,287.86,6,175.52,No,Cereal,17,No,18.3,303.85,Yes,27,485.85,Yes,36.5,582.15,Yes,44.5,755,Yes,40.3,647.5,Yes,Yes,No,Other,Yes,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
2391-TGZPUJ-VFZ,Zone 2,"> 250,000",Female,51,50-64,April,17,College degree,Service,No,13,11 to 15,No,70,19.2,6.5856,1.884885447,6.8544,1.924890782,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,1,1,1,0,0,0,0,0,0,Own,Single-family,17,16 to 25,4,Own,Import,21.2,Standard,Yes,No,Car,Single occupancy,24,Yes,No,No,No,No,No,No,No,No,No,No response,Conservative,No,Yes,Yes,Visa,None,Other,Yes,27,More than 15,American Express,Platinum,None,Yes,22,More than 15,12,541.92,4,138.8,Yes,Oatmeal,64,No,20.9,1341.15,Yes,20.5,1325.65,Yes,32.4,1881.3,No,0,0,No,0,0,Yes,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
8691-NEWRIL-2QR,Zone 4,"10,000-49,999",Male,37,35-49,July,16,Some college,Managerial and Professional,No,6,6 to 10,No,38,2.6,0.412984,-0.884346428,0.575016,-0.553357412,No,Somewhat satisfied,Married,14,High school degree,3,1,1,0,0,0,0,0,0,Own,Single-family,11,8 to 15,0,N/A,N/A,-1,N/A,N/A,Yes,Walk,Non-motorized,20,No,Yes,No,No,No,No,No,Yes,No,No,No response,Conservative,Yes,Yes,No,Mastercard,Platinum,Cash back,No,9,6 to 10,Visa,Platinum,Airline miles,No,6,6 to 10,8,235.94,4,77.82,Yes,Cereal,25,No,5.85,115,No,0,0,Yes,50.7,1242.9,Yes,6.25,145,Yes,41.7,1007,Yes,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,12,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,No
0149-BQASNG-OUW,Zone 5,"2,500-9,999",Male,29,25-34,December,10,Did not complete high school,Managerial and Professional,No,3,2 to 5,No,38,11,2.8424,1.044648766,1.3376,0.290876963,Yes,Neutral,Unmarried,Not married,Not married,1,10,0,0,0,0,4,0,6,Own,Single-family,6,4 to 7,2,Own,Import,23.6,Standard,No,Yes,Car,Single occupancy,21,Yes,No,Yes,No,No,No,No,No,No,No,No response,Liberal,No,No,No,Mastercard,Platinum,Cash back,Yes,8,6 to 10,American Express,Other,Cash back,No,4,2 to 5,10,178.32,8,230.05,No,Cereal,8,No,7.35,68.35,Yes,14.25,102.2,No,0,0,Yes,8.25,55,No,0,0,No,No,No,None,No,No,No,No,No,Yes,15,Yes,Yes,Yes,,No,Yes,No,No,No,No,No,No
4695-GKGJEO-J80,Zone 3,"> 250,000",,78,>65,June,8,Did not complete high school,Sales and Office,Yes,10,6 to 10,Yes,15,15.9,0.80613,-0.215510259,1.57887,0.456709401,No,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,10,8 to 15,1,Lease,Domestic,8.2,Economy,No,No,Carpool,Multiple occupancy,21,No,No,Yes,No,No,No,No,Yes,No,No,Convenience,Slightly conservative,Yes,No,No,Other,Other,Cash back,Yes,5,2 to 5,Visa,Platinum,Other,No,3,2 to 5,10,193.57,4,59.81,Yes,Oatmeal,15,No,6.15,111.45,No,0,0,No,0,0,Yes,7.25,105,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,16,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No
0856-OUKUNA-PD5,Zone 3,"10,000-49,999",Female,41,35-49,October,22,Post-undergraduate degree,Sales and Office,Yes,2,2 to 5,No,40,18.2,4.24424,1.44556277,3.03576,1.110461805,Yes,Somewhat satisfied,Unmarried,Not married,Not married,1,7,0,1,0,0,0,0,6,Rent,Multiple-Family,2,Less than 3,3,Own,Import,17.8,Economy,No,Yes,Car,Single occupancy,25,Yes,No,No,No,Yes,No,No,No,No,Yes,No response,Extremely liberal,Yes,No,Yes,American Express,Other,Cash back,No,2,2 to 5,Discover,Platinum,None,No,2,2 to 5,8,369.14,7,296.03,Yes,Energy bar,5,Yes,4.75,27.95,No,0,0,Yes,32.05,109.9,Yes,28.75,125,No,0,0,No,No,Yes,Cable modem,Yes,No,No,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
4896-VFIEDV-RLO,Zone 4,"< 2,500",Male,46,35-49,June,16,Some college,Managerial and Professional,Yes,8,6 to 10,No,44,1.4,0.082544,-2.494423794,0.533456,-0.628378686,No,Highly satisfied,Married,13,High school degree,4,1,0,0,0,1,0,0,0,Own,Single-family,19,16 to 25,1,Own,Import,18.2,Economy,Yes,No,Walk,Non-motorized,42,No,No,No,Yes,No,Yes,No,Yes,No,No,No response,Liberal,Yes,No,No,Mastercard,Other,None,No,18,More than 15,Visa,Other,Other,No,16,More than 15,8,315.66,5,188.35,No,Cereal,39,Yes,10.15,398.3,Yes,29,1191.95,Yes,47.75,1745.7,Yes,18.5,720,Yes,41.7,1611,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
8875-SRRYKT-J4F,Zone 3,"> 250,000",Female,43,35-49,January,20,Post-undergraduate degree,Managerial and Professional,No,5,2 to 5,No,,8.3,1.448101,0.370253043,4.610899,1.528422849,No,Somewhat satisfied,Married,15,Some college,2,1,1,0,0,0,0,0,0,Own,Condominium/Townhouse,22,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,22,No,No,No,Yes,No,No,No,No,No,No,Prices,Conservative,No,No,Yes,Discover,Other,Cash back,Yes,11,11 to 15,Mastercard,Gold,Airline miles,No,9,6 to 10,16,366.37,1,22.19,Yes,Cereal,29,Yes,11.55,327.95,Yes,34.5,926.85,Yes,46.35,1375.75,Yes,14.75,380,Yes,62.5,1778.4,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
3900-SSWIXG-RI2,Zone 1,"10,000-49,999",Female,71,>65,May,10,Did not complete high school,Sales and Office,No,4,2 to 5,Yes,10,12.1,0.25289,-1.374800667,0.95711,-0.043836952,No,Neutral,Unmarried,Not married,Not married,1,12,0,2,0,0,0,0,10,Rent,Multiple-Family,25,16 to 25,4,Own,Domestic,4.8,Economy,Yes,No,Car,Single occupancy,38,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Convenience,Conservative,No,No,Yes,Discover,None,Other,No,35,More than 15,Visa,None,None,Yes,24,More than 15,8,123.29,3,49.65,No,Oatmeal,67,No,11.8,750.1,No,0,0,No,0,0,Yes,10.75,705,No,0,0,No,No,No,None,No,Yes,No,No,No,Yes,10,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
3432-TSCYSJ-VAA,Zone 5,"2,500-9,999",Female,19,18-24,July,14,High school degree,"Operation, Fabrication, General Labor",No,0,Less than 2,No,17,7.8,0.640458,-0.445571734,0.685542,-0.377545513,No,Highly dissatisfied,Married,13,High school degree,4,11,1,0,0,0,0,0,10,Own,Condominium/Townhouse,0,Less than 3,2,Own,Domestic,12.1,Economy,Yes,Yes,Telecommute,Telecommute,33,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No response,Liberal,No,No,No,Mastercard,Gold,Airline miles,No,1,Less than 2,Discover,Gold,Airline miles,No,1,Less than 2,10,147.27,4,96.77,Yes,Cereal,4,No,3.2,12.65,Yes,13.25,40.3,Yes,32.1,112.35,Yes,15,60,Yes,25.4,82.15,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,22,No,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,No
6652-PBVZCG-KQ4,Zone 1,"> 250,000",Male,79,>65,July,11,Did not complete high school,Sales and Office,Yes,6,6 to 10,Yes,13,14.1,1.097967,0.093460288,0.735033,-0.307839883,No,Neutral,Married,13,High school degree,2,1,1,0,0,0,0,0,0,Rent,Multiple-Family,24,16 to 25,2,Lease,Import,5.8,Economy,No,No,Car,Single occupancy,20,Yes,No,No,No,No,No,No,No,No,No,Convenience,Moderate,No,No,No,American Express,None,Airline miles,No,13,11 to 15,Mastercard,Other,Other,No,12,11 to 15,6,181.28,4,175.94,No,Oatmeal,48,No,10.85,557.35,No,0,0,No,0,0,Yes,28.25,1320,No,0,0,No,No,No,None,Yes,Yes,No,Yes,No,Yes,20,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
8677-REKIVF-1JD,Zone 3,"> 250,000",Female,74,>65,September,13,High school degree,Service,No,23,More than 15,No,167,4.8,5.947872,1.783033509,2.068128,0.72664385,No,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,46,More than 25,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,14,No,No,No,Yes,Yes,Yes,No,No,No,No,No response,Slightly conservative,No,No,Yes,Discover,Other,None,No,37,More than 15,American Express,Platinum,Cash back,No,28,More than 15,7,499.75,4,302.22,No,Oatmeal,72,No,23.05,1692.95,Yes,31.5,2402.55,No,0,0,Yes,64.25,4690,No,0,0,Yes,No,No,None,Yes,Yes,No,Yes,No,Yes,23,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
7315-BIXCYX-3JD,Zone 5,"< 2,500",Female,44,35-49,October,13,High school degree,Sales and Office,No,2,2 to 5,No,43,4.9,1.082998,0.079733121,1.024002,0.02371848,Yes,Somewhat satisfied,Unmarried,Not married,Not married,1,1,0,1,0,0,0,0,0,Own,Single-family,6,4 to 7,2,Lease,Import,18.2,Economy,No,No,Bus,Public transportation,33,Yes,No,No,Yes,No,No,No,No,No,No,No response,Moderate,No,No,Yes,Visa,None,Airline miles,No,3,2 to 5,Other,Other,Airline miles,No,1,Less than 2,11,570.68,4,119.96,Yes,Energy bar,5,No,7.35,39.2,Yes,18.75,95.65,No,0,0,Yes,14.25,40,No,0,0,No,No,No,None,No,Yes,Yes,Yes,No,Yes,23,Yes,Yes,Yes,,No,No,No,No,No,No,No,No
3465-PTIFZV-V37,Zone 2,"10,000-49,999",Female,42,35-49,December,20,Post-undergraduate degree,Managerial and Professional,No,5,2 to 5,No,80,7.5,1.944,0.664747706,4.056,1.400197266,Yes,Neutral,Married,19,College degree,2,3,1,0,2,0,0,0,0,Own,Single-family,17,16 to 25,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,30,No,No,No,Yes,No,No,No,No,No,No,No response,Moderate,No,No,No,Mastercard,Gold,Other,No,17,More than 15,Visa,None,Other,No,14,11 to 15,12,673.1,4,397.09,Yes,Oatmeal,32,No,5.6,172.9,No,0,0,No,0,0,Yes,4.25,115,No,0,0,No,No,No,None,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No
4039-NPYLRF-XFJ,Zone 3,"> 250,000",Female,99,,October,17,College degree,Service,No,5,2 to 5,No,29,7.3,0.459389,-0.777857933,1.657611,0.505377409,No,Somewhat satisfied,Married,13,High school degree,5,0,0,0,0,0,0,0,0,Own,Single-family,14,8 to 15,1,Own,Domestic,11,Economy,No,No,Carpool,Multiple occupancy,19,No,No,Yes,No,No,No,No,No,No,No,No response,Moderate,No,Yes,No,American Express,None,Cash back,No,16,More than 15,Discover,Platinum,None,No,10,6 to 10,8,297.13,3,81.8,Yes,Cereal,28,Yes,14.1,423.8,No,0,0,Yes,43.8,1113,Yes,10.75,290,Yes,48.25,1343.25,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
6499-DNTMBW-LNS,Zone 4,"2,500-9,999",Female,99,,October,11,Did not complete high school,"Operation, Fabrication, General Labor",No,15,11 to 15,No,55,22.4,1.232,0.208638865,11.088,2.405863442,No,Highly dissatisfied,Unmarried,Not married,Not married,1,7,3,0,4,0,0,0,0,Rent,Multiple-Family,13,8 to 15,3,Own,Import,27.7,Standard,Yes,No,Car,Single occupancy,27,Yes,No,No,No,No,No,No,Yes,No,No,No response,Moderate,No,No,Yes,Other,Gold,Other,No,15,11 to 15,Mastercard,Gold,None,No,11,11 to 15,12,870.08,5,220.88,Yes,Energy bar,30,No,7.9,238.5,Yes,14,404.9,No,0,0,Yes,13.5,380,No,0,0,No,No,No,None,Yes,No,Yes,No,No,Yes,19,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
3992-XOPOFU-S3V,Zone 3,"< 2,500",Male,48,35-49,April,11,Did not complete high school,Service,No,15,11 to 15,No,116,11.5,8.85776,2.181293911,4.48224,1.500122921,No,Somewhat satisfied,Married,7,Did not complete high school,3,8,0,3,0,0,0,0,5,Rent,Multiple-Family,19,16 to 25,2,Own,Domestic,63.3,Luxury,Yes,No,Car,Single occupancy,32,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,Yes,No,Yes,Discover,Other,Other,Yes,30,More than 15,Visa,Other,Other,No,29,More than 15,9,198.75,3,64.19,No,Oatmeal,72,No,61.8,4410.85,Yes,42,3045.8,No,0,0,Yes,36,2655,No,0,0,Yes,No,No,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
9421-HDHCAJ-PTH,Zone 3,"50,000-249,999",Female,55,50-64,February,12,High school degree,"Operation, Fabrication, General Labor",Yes,20,More than 15,Yes,9,9.4,0.347706,-1.056397984,0.498294,-0.696565015,No,Somewhat dissatisfied,Married,8,Did not complete high school,4,0,0,0,0,0,0,0,0,,Single-family,28,More than 25,1,Lease,Domestic,6.7,Economy,No,No,Bus,Public transportation,23,Yes,No,No,Yes,No,No,No,No,No,No,No response,Moderate,No,No,No,Mastercard,Gold,Airline miles,No,35,More than 15,Visa,None,Other,No,25,More than 15,14,194.16,5,123.43,No,Cereal,69,No,22.45,1682.05,No,0,0,Yes,21.6,1455.1,Yes,13.75,1015,No,0,0,Yes,No,No,Other,No,No,No,No,Yes,No,0,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,No
9791-YBDYWO-6TU,Zone 5,"50,000-249,999",Male,60,50-64,May,16,Some college,Managerial and Professional,No,12,11 to 15,No,75,6.5,1.23825,0.213699092,3.63675,1.291090426,No,Neutral,Married,14,High school degree,9,8,2,0,0,0,0,0,6,Own,Single-family,36,More than 25,3,Lease,Domestic,30.2,Standard,No,Yes,Car,Single occupancy,24,Yes,No,Yes,No,No,No,No,No,No,No,No response,Slightly liberal,No,No,Yes,American Express,Gold,None,No,16,More than 15,Discover,Gold,Cash back,No,16,More than 15,9,355.17,5,277.12,Yes,Oatmeal,40,Yes,7.6,295.2,Yes,47.5,1900.95,No,0,0,Yes,36.5,1320,Yes,57.35,2279.8,No,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,16,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No
1802-OUQFWM-16Z,Zone 1,"> 250,000",Male,52,50-64,January,20,Post-undergraduate degree,Sales and Office,No,3,2 to 5,No,70,8.1,2.90304,1.065758464,2.76696,1.017749245,No,Highly dissatisfied,Married,17,College degree,2,4,0,0,0,0,0,0,4,,Single-family,25,16 to 25,3,Own,Domestic,40,Luxury,Yes,No,Car,Single occupancy,17,Yes,No,Yes,No,No,No,No,No,No,No,Other,Slightly liberal,No,No,No,Mastercard,Platinum,Airline miles,No,17,More than 15,American Express,None,Cash back,No,14,11 to 15,11,308.9,8,208.65,No,Oatmeal,49,Yes,8.7,444.15,No,0,0,Yes,41.2,1968.2,Yes,36,1720,Yes,44,2067.85,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
2452-FHGGNN-K41,Zone 1,"> 250,000",Male,55,50-64,September,12,High school degree,Sales and Office,No,9,6 to 10,No,89,5.5,0.80278,-0.219674575,4.09222,1.40908761,No,Highly satisfied,Married,16,Some college,2,2,1,1,0,0,0,0,0,Own,Condominium/Townhouse,20,16 to 25,1,Own,Import,43.6,Luxury,No,No,Train/Subway,Public transportation,24,No,No,No,Yes,Yes,No,No,No,No,No,No response,Conservative,No,No,No,Discover,None,Other,No,8,6 to 10,Visa,Gold,Airline miles,No,5,2 to 5,16,642.48,6,155,Yes,Oatmeal,24,No,5.15,117.7,Yes,31.5,699.8,No,0,0,Yes,20,435,Yes,21.75,513.35,No,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,22,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No
6764-QTFVPH-1SZ,Zone 3,"2,500-9,999",Male,35,35-49,July,14,High school degree,Sales and Office,No,5,2 to 5,No,,7.6,1.961256,0.673585084,0.622744,-0.47361976,No,Somewhat satisfied,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,,Multiple-Family,8,8 to 15,2,Own,Import,16,Economy,No,Yes,Car,Single occupancy,27,Yes,No,No,No,Yes,No,No,No,No,No,No response,Slightly liberal,No,No,No,Mastercard,Gold,None,Yes,6,6 to 10,American Express,Platinum,Cash back,No,4,2 to 5,12,148.64,0,0,No,Cereal,15,No,7.2,132.75,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,23,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
7870-PJERKW-E1C,Zone 2,"10,000-49,999",,64,50-64,August,18,College degree,"Operation, Fabrication, General Labor",No,21,More than 15,Yes,10,9.5,0.22515,-1.490988432,0.72485,-0.321790542,No,Somewhat satisfied,Married,17,College degree,4,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,29,More than 25,1,Lease,Domestic,5.9,Economy,No,Yes,Bus,Public transportation,29,Yes,No,No,Yes,No,Yes,No,No,No,No,Prices,Slightly liberal,No,Yes,No,Visa,Other,Airline miles,No,33,More than 15,Discover,Other,Other,No,23,More than 15,12,213.89,5,47.35,No,Oatmeal,57,No,11.7,597.85,No,0,0,No,0,0,Yes,7.25,385,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,17,Yes,No,No,No,No,No,No,No,Yes,No,No,No
8619-BKBHQZ-3WP,Zone 1,"> 250,000",Female,27,25-34,July,16,Some college,Agricultural and Natural Resources,No,3,2 to 5,No,38,13.6,2.914752,1.069784739,2.253248,0.812372731,Yes,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,2,Less than 3,2,Own,Domestic,19,Economy,Yes,No,Car,Single occupancy,21,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,No,No,No,Visa,Platinum,None,Yes,9,6 to 10,Mastercard,Gold,None,No,9,6 to 10,10,225.89,5,142.15,Yes,Energy bar,28,No,5.35,129,No,0,0,No,0,0,Yes,8.75,235,No,0,0,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
9265-PEYHMB-1PL,Zone 3,"> 250,000",Female,79,>65,February,13,High school degree,Managerial and Professional,No,11,11 to 15,Yes,10,9.3,0.26319,-1.334879074,0.66681,-0.405250131,No,Highly dissatisfied,Married,16,Some college,2,6,2,0,0,0,0,0,4,,Single-family,48,More than 25,1,Own,Import,2.4,Economy,Yes,Yes,Carpool,Multiple occupancy,34,No,No,Yes,No,No,No,No,No,No,No,No response,Conservative,No,Yes,No,Mastercard,Platinum,None,Yes,37,More than 15,Visa,Platinum,None,No,29,More than 15,9,116.27,2,19.28,Yes,Oatmeal,71,No,21.2,1523.7,No,0,0,No,0,0,Yes,32.5,2340,No,0,0,No,No,No,None,No,No,No,No,No,Yes,20,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
4503-DEXFNT-00L,Zone 3,"> 250,000",Male,42,35-49,October,17,College degree,"Operation, Fabrication, General Labor",No,11,11 to 15,No,92,11.5,2.03136,0.708705519,8.54864,2.145772206,No,Somewhat satisfied,Married,17,College degree,4,2,0,1,0,1,0,0,0,Own,Single-family,19,16 to 25,1,Own,Import,41.2,Luxury,No,No,Carpool,Multiple occupancy,19,Yes,No,Yes,No,No,No,No,Yes,No,No,Convenience,Moderate,Yes,Yes,Yes,American Express,Other,Airline miles,No,10,6 to 10,Visa,None,Other,No,5,2 to 5,12,601.91,5,267.38,Yes,Energy bar,27,No,3.55,98.8,Yes,18.75,504.8,No,0,0,No,0,0,No,0,0,No,No,No,Cable modem,No,Yes,Yes,No,No,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
